molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,standard_value_nm,standard_units_standardized,mol_weight,log_p,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,is_valid_molecule,activity_class,is_active,pic50
CHEMBL270730,Cn1cccc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,34722421.12,nM,,7256556.0,[],CHEMBL3062548,Inhibition of COX2 in Homo sapiens (human) whole blood,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3046334,Med Chem Res,2010.0,,,CHEMBL270730,0.0,http://www.openphacts.org/units/Nanomolar,1246077.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,1.45939,103.3,nM,410.4210000000001,3.5165000000000015,1,6,76.88,5,3,true,Moderately Active,1,6.985899678480378
CHEMBL52229,COc1ccc2ccc(=O)oc2c1CC=C(C)C,IC50,81100.0,nM,4.09,18318260.0,[],CHEMBL4133604,Inhibition of human COX2 expressed in insect cells using arachidonic acid as substrate pretreated for 3 mins followed by substrate addition measured immediately,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL4130432,J Nat Prod,2017.0,"{""bei"": ""16.75"", ""le"": ""0.31"", ""lle"": ""0.78"", ""sei"": ""10.37""}",OSTHOLE,CHEMBL52229,0.0,http://www.openphacts.org/units/Nanomolar,3041322.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,81.1,81100.0,nM,244.28999999999994,3.3103000000000016,0,3,39.44,3,2,true,Low Activity,0,4.090979145788844
CHEMBL282752,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(O)c2-c2ccccc2)cc1,IC50,3580.0,nM,5.45,946472.0,[],CHEMBL769648,Inhibitory concentration against human prostaglandin G/H synthase 2 at 25 degrees.,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135018,Bioorg Med Chem Lett,1999.5,"{""bei"": ""14.21"", ""le"": ""0.29"", ""lle"": ""2.54"", ""sei"": ""5.55""}",,CHEMBL282752,0.5,http://www.openphacts.org/units/Nanomolar,104123.5,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.58,3580.0,nM,383.351,2.911100000000001,2,5,98.21000000000001,3,3,true,Low Activity,0,5.446116973356125
CHEMBL170522,CS(=O)(=O)c1ccc(-c2ccccc2-c2cncnc2)cc1,IC50,300000.0,nM,,805857.0,[],CHEMBL763091,In vitro inhibitory concentration against recombinant human Prostaglandin G/H synthase 2 obtained from baculovirus,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1131663,Bioorg Med Chem Lett,1999.0,,,CHEMBL170522,0.0,http://www.openphacts.org/units/Nanomolar,341359.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,300.0,300000.0,nM,310.37800000000004,3.214100000000001,0,4,59.92,3,3,true,Low Activity,0,3.522878745280337
CHEMBL3775974,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(I)cc2)cc1,IC50,8200.0,nM,5.09,16507590.0,[],CHEMBL3778467,Inhibition of COX-2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3774383,Bioorg Med Chem Lett,2016.0,"{""bei"": ""10.31"", ""le"": ""0.27"", ""lle"": ""1.28"", ""sei"": ""6.52""}",,CHEMBL3775974,0.0,http://www.openphacts.org/units/Nanomolar,2761580.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,8.2,8200.0,nM,493.24800000000005,3.810100000000002,1,4,77.98,3,3,true,Low Activity,0,5.086186147616282
CHEMBL171646,CS(=O)(=O)c1ccc(-c2sncc2-c2ccc(F)cc2)cc1,IC50,9000.0,nM,5.05,1443499.5,[],CHEMBL1003657,Inhibition of COX2 in LPS-stimulated human blood,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1140871,Bioorg Med Chem,2002.5,"{""bei"": ""15.13"", ""le"": ""0.31"", ""lle"": ""1.03"", ""sei"": ""10.73""}",,CHEMBL171646,0.0,http://www.openphacts.org/units/Nanomolar,535520.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,9.0,7050.0,nM,333.40900000000005,4.019700000000003,0,4,47.03,3,3,true,Low Activity,0,5.151810883008601
CHEMBL1760551,COc1cc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc(OC)c1O,IC50,400000.0,nM,,10834266.0,[],CHEMBL2016146,Inhibition of COX2 after 5 mins by spectrophotometric analysis,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2010645,Bioorg Med Chem Lett,2012.0,,N-SINAPOYL SEROTONIN,CHEMBL1760551,0.0,http://www.openphacts.org/units/Nanomolar,1632145.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,400.0,400000.0,nM,382.4160000000001,2.9684000000000013,4,5,103.81,7,3,true,Low Activity,0,3.397940008672037
CHEMBL5266357,N#Cc1c(-c2ccc(Cl)cc2)csc1NC(=O)CN1CCOCC1,IC50,5450.0,nM,5.26,25033461.0,[],CHEMBL5242588,Inhibition of COX-2 (unknown origin) by colorimetric method,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5241097,Eur J Med Chem,2021.0,"{""bei"": ""14.55"", ""le"": ""0.30"", ""lle"": ""2.05"", ""sei"": ""8.05""}",,CHEMBL5266357,0.0,http://www.openphacts.org/units/Nanomolar,3920097.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.45,5450.0,nM,361.85400000000027,3.2108800000000013,1,5,65.36,4,2,true,Low Activity,0,5.263603497723357
CHEMBL259468,CCN(CC)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,6.1,nM,8.21,12415586.0,[],CHEMBL3062548,Inhibition of COX2 in Homo sapiens (human) whole blood,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3046334,Med Chem Res,2012.0,"{""bei"": ""19.72"", ""le"": ""0.40"", ""lle"": ""4.14"", ""sei"": ""10.93""}",,CHEMBL259468,0.0,http://www.openphacts.org/units/Nanomolar,1793948.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,6.1,6.1,nM,416.5720000000001,4.066900000000003,1,7,75.19,8,3,true,Highly Active,1,8.214670164989233
CHEMBL367328,CS(=O)(=O)c1ccc(-c2ccc(N)cc2-c2ccccc2)cc1,IC50,254000.0,nM,,808532.0,[],CHEMBL763091,In vitro inhibitory concentration against recombinant human Prostaglandin G/H synthase 2 obtained from baculovirus,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1131663,Bioorg Med Chem Lett,1999.0,,,CHEMBL367328,0.0,http://www.openphacts.org/units/Nanomolar,341342.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,254.0,254000.0,nM,323.41700000000003,4.006300000000002,1,3,60.16,3,3,true,Low Activity,0,3.5951662833800615
CHEMBL407035,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(F)cc2)cc1,IC50,36000.0,nM,4.44,12533591.0,[],CHEMBL3076632,Inhibition of COX2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3045408,Med Chem Res,2013.0,"{""bei"": ""13.87"", ""le"": ""0.28"", ""lle"": ""1.59"", ""sei"": ""6.22""}",,CHEMBL407035,0.0,http://www.openphacts.org/units/Nanomolar,1825650.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,36.0,36000.0,nM,320.341,2.854400000000001,1,3,71.44,4,2,true,Low Activity,0,4.443697499232712
CHEMBL3265352,c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,IC50,11100.0,nM,4.96,14672907.0,[],CHEMBL3268342,Inhibition of human recombinant COX2 after 2 mins by EIA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3259642,Eur J Med Chem,2014.0,"{""bei"": ""13.56"", ""le"": ""0.24"", ""lle"": ""0.30"", ""sei"": ""7.12""}",,CHEMBL3265352,0.0,http://www.openphacts.org/units/Nanomolar,2104804.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,11.1,11100.0,nM,365.3960000000001,4.6513000000000035,0,6,69.63,4,5,true,Low Activity,0,4.954677021213342
CHEMBL27733,CN(C)c1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,IC50,14300.0,nM,4.84,949498.0,[],CHEMBL769648,Inhibitory concentration against human prostaglandin G/H synthase 2 at 25 degrees.,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135018,Bioorg Med Chem Lett,1999.5,"{""bei"": ""11.80"", ""le"": ""0.24"", ""lle"": ""1.57"", ""sei"": ""5.96""}",,CHEMBL27733,0.5,http://www.openphacts.org/units/Nanomolar,104095.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,14.3,14300.0,nM,410.42100000000005,3.2715000000000005,1,5,81.22,4,3,true,Low Activity,0,4.844663962534938
CHEMBL562498,COc1cc2c(cc1O)CCc1cc(O)cc(OC)c1-2,IC50,5800.0,nM,5.24,25039937.0,[],CHEMBL5244496,Inhibition of human COX-2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5244207,J Nat Prod,2018.0,"{""bei"": ""19.23"", ""le"": ""0.36"", ""lle"": ""2.36"", ""sei"": ""8.89""}",,CHEMBL562498,0.0,http://www.openphacts.org/units/Nanomolar,3922346.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.8,5800.0,nM,272.3,2.880600000000001,2,4,58.92,2,2,true,Low Activity,0,5.236572006437062
CHEMBL348390,c1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1,IC50,170.0,nM,6.77,127087.0,[],CHEMBL768959,Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1133431,Bioorg Med Chem Lett,2000.0,"{""bei"": ""23.47"", ""le"": ""0.42"", ""lle"": ""1.96"", ""sei"": ""37.99""}",,CHEMBL348390,0.0,http://www.openphacts.org/units/Nanomolar,305343.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.17,170.0,nM,288.394,4.808200000000004,0,2,17.82,2,3,true,Moderately Active,1,6.769551078621726
CHEMBL165946,CCCCc1cc(-c2ccccc2)n(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,10000.0,nM,,558493.0,[],CHEMBL769657,The compound was evaluated for its inhibitory activity against Prostaglandin G/H synthase 2 using osteosarcomes cells,B,BAO_0000190,BAO_0000019,assay format,CHEMBL1135226,Bioorg Med Chem Lett,2002.0,,,CHEMBL165946,0.0,http://www.openphacts.org/units/Nanomolar,325426.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,354.4750000000001,4.285400000000004,0,4,51.96,6,3,true,Low Activity,0,5.0
CHEMBL224400,O=S(=O)(Nc1ccncc1Nc1ccccc1)C(F)(F)F,IC50,90.0,nM,7.05,3218271.0,[],CHEMBL1106768,Inhibition of COX2 in human whole blood,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1154327,J Med Chem,2009.0,"{""bei"": ""22.21"", ""le"": ""0.46"", ""lle"": ""3.96"", ""sei"": ""9.91""}",,CHEMBL224400,1.0,http://www.openphacts.org/units/Nanomolar,896497.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.09,90.0,nM,317.292,3.0867000000000013,2,4,71.09,4,2,true,Highly Active,1,7.045757490560674
CHEMBL1682204,O=C(O)c1cccc(Nc2ccc(Br)cc2)c1,IC50,100000.0,nM,,14343979.5,[],CHEMBL2045973,Inhibition of COX2 expressed in baculovirus infected SF-21 cells assessed as formation of PGH2 from PGG2 using arachidonic acid as substrate preincubated for 5 mins,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL2040753,J Med Chem,2014.0,,,CHEMBL1682204,0.5,http://www.openphacts.org/units/Nanomolar,2242408.5,>,19.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,292.132,3.890900000000002,2,2,49.33,3,2,true,Low Activity,0,3.999999999999999
CHEMBL225421,CCc1oc(=O)c(Cc2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(O)c1C,IC50,30000.0,nM,,16486601.0,[],CHEMBL3772298,Inhibition of COX2 in IL1beta-induced human A549 cells using arachidonic acid as substrate assessed as 6-keto PGF1a formation preincubated for 10 mins followed by substrate addition measured after 30 mins by enzyme immunoassay,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL3769386,Medchemcomm,2015.0,,ARZANOL,CHEMBL225421,0.0,http://www.openphacts.org/units/Nanomolar,2759594.0,>=,1.0,1.0,>=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,30.0,30000.0,nM,402.44300000000015,3.635120000000004,4,7,128.20000000000002,6,2,true,Low Activity,0,4.522878745280337
CHEMBL2171263,CNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM,,12099759.0,[],CHEMBL2172930,Inhibition of human COX2 pre-incubated for 10 mins before substrate addition by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2169800,J Med Chem,2012.0,,,CHEMBL2171263,0.0,http://www.openphacts.org/units/Nanomolar,1741176.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,330.7710000000001,3.823500000000002,2,3,71.33,2,3,true,Low Activity,0,3.999999999999999
CHEMBL2262934,Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1,IC50,120000.0,nM,,12479536.0,[],CHEMBL3059473,Inhibition of Homo sapiens (human) cyclooxygenase-2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3044614,Med Chem Res,2007.0,,,CHEMBL2262934,0.0,http://www.openphacts.org/units/Nanomolar,1810541.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,120.0,120000.0,nM,302.373,4.956120000000004,1,1,37.3,4,3,true,Low Activity,0,3.920818753952375
CHEMBL1630237,O=C(O)C1=Cc2c(ccc(Cl)c2-c2ccccc2)OC1C(F)(F)F,IC50,4640.0,nM,5.33,5102626.0,[],CHEMBL1639903,Inhibition of human COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,"{""bei"": ""15.04"", ""le"": ""0.30"", ""lle"": ""0.53"", ""sei"": ""11.46""}",,CHEMBL1630237,0.0,http://www.openphacts.org/units/Nanomolar,1313137.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,4.64,4640.0,nM,354.711,4.798300000000003,1,2,46.53,2,2,true,Low Activity,0,5.3334820194451185
CHEMBL419268,Cc1oc(=O)n(-c2ccc(Cl)c(Cl)c2)c1-c1ccc(S(N)(=O)=O)cc1,IC50,230.0,nM,6.64,785011.0,[],CHEMBL768956,Inhibitory activity against prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133663,J Med Chem,2001.5,"{""bei"": ""16.63"", ""le"": ""0.36"", ""lle"": ""3.28"", ""sei"": ""6.97""}",,CHEMBL419268,0.0,http://www.openphacts.org/units/Nanomolar,180818.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.23,230.07,nM,399.2550000000001,3.360120000000002,1,5,95.29999999999998,3,3,true,Moderately Active,1,6.638140007510705
CHEMBL304810,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(F)(F)F)cc2)cc1,IC50,2000.0,nM,5.70,778017.5,[],CHEMBL768956,Inhibitory activity against prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133663,J Med Chem,2001.5,"{""bei"": ""14.83"", ""le"": ""0.30"", ""lle"": ""2.94"", ""sei"": ""5.98""}",,CHEMBL304810,0.0,http://www.openphacts.org/units/Nanomolar,180819.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,2.0,1999.9299999999998,nM,384.335,2.763700000000001,1,5,95.30000000000001,3,3,true,Low Activity,0,5.6989852049088965
CHEMBL5078677,COc1ccc(NC(=O)c2ccccc2Nc2ccccc2)cc1,IC50,150000.0,nM,,24357145.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.2"", ""text_value"": null, ""type"": ""Time"", ""units"": ""min"", ""value"": ""12.0""}]",CHEMBL5033585,Inhibition of human recombinant COX-2 using arachidonic acid as substrate preincubated 10 mins followed by substrate addition and measured after 2 mins by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5032522,Eur J Med Chem,2021.0,,,CHEMBL5078677,0.0,http://www.openphacts.org/units/Nanomolar,3773865.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,150.0,150000.0,nM,318.37600000000003,4.691100000000002,2,3,50.36,5,3,true,Low Activity,0,3.823908740944318
CHEMBL280772,Cc1ccc(C)c(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c1,IC50,100000.0,nM,,1197897.0,[],CHEMBL763093,In vitro inhibitory concentration required to block human recombinant prostaglandin G/H synthase 2 (COX-2),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1130002,J Med Chem,1997.0,,,CHEMBL280772,0.0,http://www.openphacts.org/units/Nanomolar,41842.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,377.4160000000001,3.7411400000000015,1,4,77.98,4,3,true,Low Activity,0,3.999999999999999
CHEMBL4454251,C#CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,IC50,330.0,nM,6.48,19201097.0,[],CHEMBL4391715,Inhibition of human recombinant COX2 catalytic activity using arachidonic acid as substrate pre-incubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA method,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4390656,Eur J Med Chem,2019.0,"{""bei"": ""25.00"", ""le"": ""0.49"", ""lle"": ""4.46"", ""sei"": ""11.70""}",,CHEMBL4454251,0.0,http://www.openphacts.org/units/Nanomolar,3204859.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.33,330.0,nM,259.28599999999994,2.0225,1,4,55.4,3,1,true,Moderately Active,1,6.481486060122112
CHEMBL115905,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(Br)co2)cc1,IC50,1000.0,nM,,134885.0,[],CHEMBL762914,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1145864,J Med Chem,2003.0,,,CHEMBL115905,0.0,http://www.openphacts.org/units/Nanomolar,220609.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.0,1000.0,nM,401.66900000000004,3.9517000000000024,0,5,65.1,3,3,true,Moderately Active,1,5.999999999999999
CHEMBL1087267,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,IC50,100000.0,nM,,3189088.0,[],CHEMBL1100221,Inhibition of human COX2 in IL1-beta treated human FF cells assessed as blockade of SnCl2-mediated PGH2 to PGF2alpha conversion after 50 mins by ELISA,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1154975,Bioorg Med Chem Lett,2010.0,,,CHEMBL1087267,0.0,http://www.openphacts.org/units/Nanomolar,892906.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,461.32600000000014,4.817600000000005,3,4,95.5,3,3,true,Low Activity,0,3.999999999999999
CHEMBL2023948,CCc1sc(Nc2ccc(OC)cc2)nc1C,IC50,5000.0,nM,,10875439.0,[],CHEMBL2025554,Inhibition of COX2 by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2021771,Bioorg Med Chem Lett,2012.0,,,CHEMBL2023948,0.0,http://www.openphacts.org/units/Nanomolar,1639645.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.0,5000.0,nM,248.35099999999997,3.7661200000000017,1,4,34.15,4,2,true,Low Activity,0,5.301029995663981
CHEMBL5265839,CN1C/C(=C\c2ccc(O)s2)C2=NN(c3ccccc3)C(c3ccc(O)s3)C2C1,IC50,2.0,nM,8.70,25034792.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.01667"", ""text_value"": null, ""type"": ""TIME"", ""units"": ""min"", ""value"": ""1.0""}]",CHEMBL5243068,Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate incubated for 1 min by absorbance based analysis,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5241111,RSC Med Chem,2022.0,"{""bei"": ""20.54"", ""le"": ""0.41"", ""lle"": ""3.92"", ""sei"": ""14.67""}",,CHEMBL5265839,0.0,http://www.openphacts.org/units/Nanomolar,3920672.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.002,2.0,nM,423.5630000000001,4.783300000000003,2,7,59.3,3,3,true,Highly Active,1,8.698970004336019
CHEMBL3357106,COc1ccc(C2=C(c3ccc(I)cc3)C(=O)OC2)cc1,IC50,5000.0,nM,,15107605.0,[],CHEMBL3384575,Inhibition of COX-2 in human 1483 cells by cell-based assay,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL3351312,ACS Med Chem Lett,2014.0,,,CHEMBL3357106,0.0,http://www.openphacts.org/units/Nanomolar,2258435.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.0,5000.0,nM,392.1920000000001,3.767400000000003,0,3,35.53,3,2,true,Low Activity,0,5.301029995663981
CHEMBL443819,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(F)c(F)c2)cc1,IC50,30000.0,nM,,478533.0,[],CHEMBL769643,Inhibitory activity against human recombinant Prostaglandin G/H synthase 2 expressed in microsomes taken from baculovirus infected Sf9 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1128908,Bioorg Med Chem Lett,1996.0,,,CHEMBL443819,0.0,http://www.openphacts.org/units/Nanomolar,340944.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,30.0,30000.0,nM,336.32300000000004,2.011,0,6,77.74000000000001,3,3,true,Low Activity,0,4.522878745280337
CHEMBL2234866,Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,251258.06,nM,,12415650.5,[],CHEMBL3062548,Inhibition of COX2 in Homo sapiens (human) whole blood,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3046334,Med Chem Res,2012.0,,,CHEMBL2234866,0.0,http://www.openphacts.org/units/Nanomolar,1794445.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,3.59988,127619.03,nM,438.47500000000014,3.9491000000000023,1,6,76.88,7,3,true,Low Activity,0,3.8940845606637002
CHEMBL459294,OC[C@H]1C[C@](O)(c2ccccc2)[C@@H](c2ccccc2)O1,IC50,5100.0,nM,5.29,2616590.0,[],CHEMBL1036637,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1154444,Eur J Med Chem,2008.0,"{""bei"": ""19.58"", ""le"": ""0.36"", ""lle"": ""2.89"", ""sei"": ""10.65""}",,CHEMBL459294,0.0,http://www.openphacts.org/units/Nanomolar,779220.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.1,5100.0,nM,270.32800000000003,2.396700000000001,2,3,49.69,3,2,true,Low Activity,0,5.292429823902063
CHEMBL5200000,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc([18F])cc3)n2)cc1,IC50,40.0,nM,7.40,24868268.0,[],CHEMBL5152276,Inhibition of COX2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5150013,J Med Chem,2021.0,"{""bei"": ""17.39"", ""le"": ""0.35"", ""lle"": ""3.08"", ""sei"": ""10.28""}",,CHEMBL551148,0.0,http://www.openphacts.org/units/Nanomolar,3885898.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,40.0,40.0,nM,424.4099380000001,4.317100000000003,1,5,71.95,5,3,true,Highly Active,1,7.3979400086720375
CHEMBL158310,CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,IC50,100.0,nM,7.00,239738.5,[],CHEMBL763938,In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Chinese hamster ovary (CHO) cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1136575,Bioorg Med Chem Lett,2003.0,"{""bei"": ""16.97"", ""le"": ""0.33"", ""lle"": ""2.91"", ""sei"": ""10.14""}",,CHEMBL158310,0.0,http://www.openphacts.org/units/Nanomolar,304887.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.1,200.0,nM,412.48600000000016,4.086100000000003,0,5,69.03,5,3,true,Moderately Active,1,6.698970004336019
